Rank,Name,Role,Game Type,Map,Game Rank,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
12,Neon,duelist,Unrated,Fracture,,0.99, 12.9  /  13.1  /  3.7 ,49.7%,5.4%,215,0.1%,"126,407"
13,Jett,duelist,Unrated,Fracture,,1.06, 13.4  /  12.6  /  3.3 ,49.6%,9.8%,222,0.1%,"229,631"
14,Chamber,sentinel,Unrated,Fracture,,1.08, 13.3  /  12.3  /  3 ,49.4%,3.3%,216,0.1%,"76,455"
15,Astra,controller,Unrated,Fracture,,1.06, 12.8  /  12  /  4.3 ,49.3%,0.9%,209,0.1%,"21,335"
16,Omen,controller,Unrated,Fracture,,0.97, 12.1  /  12.4  /  4.3 ,49.2%,4.5%,200,0.1%,"104,742"
17,Sova,initiator,Unrated,Fracture,,0.87, 10.6  /  12.2  /  4.1 ,48.5%,4.3%,179,0.1%,"101,719"
18,Yoru,duelist,Unrated,Fracture,,0.98, 12.3  /  12.5  /  3.6 ,48.3%,4.5%,202,0.1%,"106,270"
19,KAY/O,initiator,Unrated,Fracture,,0.91, 11.5  /  12.7  /  6.7 ,48.1%,3.2%,196,0.1%,"75,006"
20,Harbor,controller,Unrated,Fracture,,0.92, 11.6  /  12.6  /  4.5 ,47.8%,1.3%,193,0.1%,"29,976"
1,Killjoy,sentinel,Unrated,Pearl,,0.98, 11.6  /  11.8  /  3.7 ,52.6%,4.0%,194,0.2%,"93,308"
2,Reyna,duelist,Unrated,Pearl,,1.18, 14.7  /  12.5  /  4 ,51.1%,12.0%,242,0.1%,"282,604"
3,Sage,sentinel,Unrated,Pearl,,0.87, 10.6  /  12.2  /  5.4 ,50.8%,11.3%,176,0.1%,"265,747"
4,Viper,controller,Unrated,Pearl,,0.97, 11.9  /  12.3  /  4.5 ,50.5%,4.5%,197,0.1%,"104,972"
5,Raze,duelist,Unrated,Pearl,,1.04, 13.2  /  12.7  /  4.1 ,50.3%,7.1%,225,0.1%,"167,228"
6,Fade,initiator,Unrated,Pearl,,0.92, 11.6  /  12.6  /  5.3 ,50.2%,5.4%,191,0.1%,"126,365"
7,Astra,controller,Unrated,Pearl,,1.1, 13.2  /  12  /  4.6 ,50.2%,1.5%,214,0.1%,"34,517"
8,Brimstone,controller,Unrated,Pearl,,0.95, 11.6  /  12.2  /  5.2 ,50.1%,3.1%,196,0.1%,"73,156"
9,Skye,initiator,Unrated,Pearl,,0.92, 11.5  /  12.4  /  6.1 ,50.1%,2.9%,192,0.1%,"69,478"
10,Neon,duelist,Unrated,Pearl,,0.98, 12.8  /  13.1  /  3.6 ,50.0%,4.9%,212,0.1%,"114,928"
11,Cypher,sentinel,Unrated,Pearl,,1.0, 12  /  12  /  4.2 ,49.8%,3.3%,194,0.2%,"77,926"
12,Phoenix,duelist,Unrated,Pearl,,1.02, 12.6  /  12.3  /  3.7 ,49.7%,6.4%,210,0.1%,"150,952"
13,Jett,duelist,Unrated,Pearl,,1.06, 13.4  /  12.7  /  3.3 ,49.5%,10.0%,221,0.1%,"235,560"
14,Chamber,sentinel,Unrated,Pearl,,1.09, 13.3  /  12.2  /  3 ,49.4%,3.6%,215,0.1%,"85,281"
15,Breach,initiator,Unrated,Pearl,,0.95, 12.1  /  12.7  /  4.9 ,49.2%,1.4%,202,0.1%,"34,092"
16,Omen,controller,Unrated,Pearl,,0.97, 12.2  /  12.6  /  4.3 ,48.8%,4.5%,201,0.1%,"105,034"
17,Yoru,duelist,Unrated,Pearl,,0.99, 12.5  /  12.6  /  3.7 ,48.8%,4.7%,205,0.1%,"111,750"
18,Sova,initiator,Unrated,Pearl,,0.89, 10.9  /  12.3  /  4.2 ,48.5%,4.7%,182,0.1%,"110,111"
19,Harbor,controller,Unrated,Pearl,,0.93, 11.8  /  12.7  /  4.6 ,48.1%,1.6%,195,0.1%,"37,619"
20,KAY/O,initiator,Unrated,Pearl,,0.91, 11.6  /  12.8  /  6.5 ,48.1%,3.2%,196,0.1%,"76,581"
1,Killjoy,sentinel,Unrated,Lotus,,0.98, 11.7  /  12  /  3.5 ,51.8%,4.3%,195,0.2%,"104,637"
2,Reyna,duelist,Unrated,Lotus,,1.18, 14.7  /  12.5  /  3.9 ,51.3%,12.1%,242,0.1%,"297,690"
3,Raze,duelist,Unrated,Lotus,,1.06, 13.5  /  12.7  /  4.3 ,51.3%,7.8%,231,0.1%,"192,458"
4,Sage,sentinel,Unrated,Lotus,,0.88, 10.7  /  12.2  /  5.3 ,50.7%,10.9%,177,0.1%,"268,123"
5,Astra,controller,Unrated,Lotus,,1.07, 13.1  /  12.2  /  4.3 ,50.6%,1.1%,212,0.1%,"27,298"
6,Fade,initiator,Unrated,Lotus,,0.9, 11.4  /  12.7  /  5.3 ,50.2%,4.5%,188,0.1%,"111,493"
7,Cypher,sentinel,Unrated,Lotus,,1.0, 12  /  12.1  /  4.1 ,49.9%,2.9%,195,0.2%,"71,208"
8,Breach,initiator,Unrated,Lotus,,0.99, 12.6  /  12.8  /  5.2 ,49.9%,2.3%,208,0.1%,"57,654"
9,Jett,duelist,Unrated,Lotus,,1.06, 13.5  /  12.8  /  3.3 ,49.8%,10.0%,222,0.1%,"246,297"
10,Phoenix,duelist,Unrated,Lotus,,1.01, 12.5  /  12.4  /  3.7 ,49.7%,6.5%,209,0.1%,"158,880"
11,Brimstone,controller,Unrated,Lotus,,0.95, 11.7  /  12.4  /  5.2 ,49.6%,3.1%,197,0.1%,"76,636"
12,Skye,initiator,Unrated,Lotus,,0.92, 11.6  /  12.5  /  6 ,49.6%,3.5%,192,0.1%,"84,680"
13,Chamber,sentinel,Unrated,Lotus,,1.08, 13.4  /  12.4  /  3 ,49.4%,3.3%,217,0.1%,"81,199"
14,Viper,controller,Unrated,Lotus,,0.93, 11.7  /  12.5  /  4.2 ,49.3%,3.0%,192,0.1%,"73,420"
15,Neon,duelist,Unrated,Lotus,,0.97, 12.8  /  13.2  /  3.6 ,49.3%,5.0%,212,0.1%,"122,900"
16,Omen,controller,Unrated,Lotus,,0.99, 12.5  /  12.6  /  4.4 ,49.1%,5.3%,204,0.1%,"128,965"
17,Sova,initiator,Unrated,Lotus,,0.89, 11  /  12.4  /  4.2 ,48.9%,4.6%,184,0.1%,"113,047"
18,Yoru,duelist,Unrated,Lotus,,0.99, 12.5  /  12.7  /  3.7 ,48.4%,4.7%,204,0.1%,"114,255"
19,Harbor,controller,Unrated,Lotus,,0.94, 12.1  /  12.8  /  4.5 ,48.1%,1.6%,197,0.1%,"39,922"
20,KAY/O,initiator,Unrated,Lotus,,0.91, 11.7  /  12.9  /  7 ,47.8%,3.4%,197,0.1%,"82,654"
1,Astra,controller,Escalation,All,,1.12, 19.2  /  17.1  /  7.2 ,52.6%,3.6%,"5,978",0.0%,"50,647"
2,Neon,duelist,Escalation,All,,1.04, 17.9  /  17.3  /  7.1 ,51.6%,4.7%,"5,617",0.0%,"65,708"
3,Viper,controller,Escalation,All,,1.05, 18  /  17.2  /  7.1 ,51.6%,4.6%,"5,648",0.0%,"64,116"
4,Harbor,controller,Escalation,All,,1.05, 18.5  /  17.6  /  7.1 ,51.4%,3.7%,"5,780",0.0%,"51,304"
5,Skye,initiator,Escalation,All,,1.06, 18.4  /  17.3  /  7.1 ,51.3%,4.2%,"5,754",0.0%,"59,620"
6,Fade,initiator,Escalation,All,,1.03, 17.8  /  17.2  /  7 ,51.2%,4.7%,"5,561",0.0%,"65,887"
7,Killjoy,sentinel,Escalation,All,,1.05, 18  /  17.3  /  7.1 ,51.1%,4.5%,"5,643",0.0%,"62,742"
8,Raze,duelist,Escalation,All,,1.03, 17.9  /  17.4  /  7.1 ,50.9%,4.8%,"5,613",0.0%,"67,759"
9,Yoru,duelist,Escalation,All,,1.02, 17.9  /  17.5  /  7.1 ,50.9%,4.6%,"5,609",0.0%,"64,199"
10,Chamber,sentinel,Escalation,All,,1.05, 18.3  /  17.5  /  7.2 ,50.7%,4.4%,"5,723",0.0%,"61,881"
11,KAY/O,initiator,Escalation,All,,1.04, 18.3  /  17.5  /  7.1 ,50.4%,4.2%,"5,718",0.0%,"59,036"
12,Reyna,duelist,Escalation,All,,1.02, 17.7  /  17.3  /  7 ,50.3%,5.2%,"5,542",0.0%,"73,285"
13,Omen,controller,Escalation,All,,1.02, 17.8  /  17.5  /  7 ,50.2%,4.6%,"5,577",0.0%,"64,946"
14,Breach,initiator,Escalation,All,,1.03, 18.2  /  17.6  /  7.1 ,50.1%,4.0%,"5,685",0.0%,"56,723"
15,Cypher,sentinel,Escalation,All,,1.03, 18.1  /  17.6  /  7.1 ,49.7%,4.2%,"5,665",0.0%,"59,613"
16,Jett,duelist,Escalation,All,,0.93, 15.1  /  16.2  /  6.3 ,49.0%,6.8%,"4,748",0.0%,"95,305"
17,Sage,sentinel,Escalation,All,,0.92, 15  /  16.4  /  6.3 ,48.9%,6.8%,"4,720",0.0%,"95,111"
18,Phoenix,duelist,Escalation,All,,0.9, 14.9  /  16.5  /  6.2 ,48.0%,6.8%,"4,686",0.0%,"95,389"
19,Sova,initiator,Escalation,All,,0.9, 14.9  /  16.5  /  6.2 ,47.8%,6.8%,"4,685",0.0%,"95,407"
20,Brimstone,controller,Escalation,All,,0.88, 14.7  /  16.6  /  6.2 ,46.9%,6.8%,"4,641",0.0%,"95,752"
1,Viper,controller,Escalation,Split,,1.05, 18  /  17.2  /  6.8 ,52.7%,4.6%,"5,648",0.0%,"6,981"
2,Astra,controller,Escalation,Split,,1.12, 19.1  /  17.1  /  6.9 ,51.9%,3.6%,"5,998",0.0%,"5,433"
3,Harbor,controller,Escalation,Split,,1.06, 18.5  /  17.4  /  6.8 ,51.8%,3.6%,"5,815",0.0%,"5,549"
4,Skye,initiator,Escalation,Split,,1.07, 18.5  /  17.3  /  6.8 ,51.8%,4.2%,"5,808",0.0%,"6,396"
5,Yoru,duelist,Escalation,Split,,1.02, 17.8  /  17.4  /  6.8 ,51.4%,4.6%,"5,601",0.0%,"7,021"
6,Killjoy,sentinel,Escalation,Split,,1.05, 18  /  17.1  /  6.7 ,51.2%,4.5%,"5,669",0.0%,"6,850"
7,Fade,initiator,Escalation,Split,,1.02, 17.6  /  17.2  /  6.7 ,51.2%,4.7%,"5,547",0.0%,"7,214"
8,Neon,duelist,Escalation,Split,,1.02, 17.8  /  17.4  /  6.8 ,51.2%,4.6%,"5,614",0.0%,"7,014"
9,KAY/O,initiator,Escalation,Split,,1.04, 18.2  /  17.6  /  6.8 ,50.8%,4.3%,"5,726",0.0%,"6,510"
10,Raze,duelist,Escalation,Split,,1.03, 17.8  /  17.4  /  6.7 ,50.5%,4.9%,"5,618",0.0%,"7,455"
11,Breach,initiator,Escalation,Split,,1.05, 18.5  /  17.6  /  6.8 ,50.2%,4.1%,"5,812",0.0%,"6,294"
12,Chamber,sentinel,Escalation,Split,,1.05, 18.2  /  17.4  /  6.8 ,50.2%,4.3%,"5,733",0.0%,"6,597"
13,Omen,controller,Escalation,Split,,1.02, 17.8  /  17.4  /  6.7 ,50.0%,4.6%,"5,598",0.0%,"7,092"
14,Cypher,sentinel,Escalation,Split,,1.03, 17.9  /  17.5  /  6.8 ,49.6%,4.2%,"5,643",0.0%,"6,382"
15,Reyna,duelist,Escalation,Split,,1.03, 17.7  /  17.2  /  6.7 ,49.4%,5.2%,"5,565",0.0%,"7,962"
16,Jett,duelist,Escalation,Split,,0.92, 14.9  /  16.2  /  6 ,49.1%,6.8%,"4,729",0.0%,"10,436"
17,Phoenix,duelist,Escalation,Split,,0.9, 14.8  /  16.5  /  6 ,48.4%,6.8%,"4,684",0.0%,"10,465"
18,Sage,sentinel,Escalation,Split,,0.91, 14.9  /  16.3  /  5.9 ,48.4%,6.8%,"4,705",0.0%,"10,366"
19,Sova,initiator,Escalation,Split,,0.9, 14.8  /  16.5  /  6 ,47.9%,6.8%,"4,695",0.0%,"10,405"
20,Brimstone,controller,Escalation,Split,,0.88, 14.6  /  16.6  /  6 ,46.9%,6.9%,"4,629",0.0%,"10,508"
1,Astra,controller,Escalation,Ascent,,1.12, 19.3  /  17.2  /  7.5 ,53.0%,3.6%,"5,954",0.0%,"5,514"
2,Neon,duelist,Escalation,Ascent,,1.04, 18  /  17.3  /  7.3 ,52.1%,4.7%,"5,597",0.0%,"7,095"
3,Fade,initiator,Escalation,Ascent,,1.05, 18.1  /  17.3  /  7.4 ,51.9%,4.8%,"5,633",0.0%,"7,193"
4,Breach,initiator,Escalation,Ascent,,1.02, 18.1  /  17.7  /  7.4 ,51.2%,4.0%,"5,610",0.0%,"6,012"
5,Raze,duelist,Escalation,Ascent,,1.04, 18  /  17.3  /  7.3 ,50.9%,4.8%,"5,586",0.0%,"7,242"
6,KAY/O,initiator,Escalation,Ascent,,1.06, 18.6  /  17.5  /  7.4 ,50.8%,4.2%,"5,777",0.0%,"6,344"
7,Reyna,duelist,Escalation,Ascent,,1.03, 17.9  /  17.4  /  7.3 ,50.7%,5.2%,"5,552",0.0%,"7,894"
8,Viper,controller,Escalation,Ascent,,1.06, 18.3  /  17.3  /  7.4 ,50.6%,4.5%,"5,680",0.0%,"6,848"
9,Killjoy,sentinel,Escalation,Ascent,,1.04, 18.1  /  17.4  /  7.4 ,50.5%,4.5%,"5,606",0.0%,"6,860"
10,Omen,controller,Escalation,Ascent,,1.01, 17.8  /  17.7  /  7.4 ,50.4%,4.7%,"5,548",0.0%,"7,085"
11,Yoru,duelist,Escalation,Ascent,,1.03, 18.1  /  17.6  /  7.4 ,50.4%,4.5%,"5,632",0.0%,"6,817"
12,Skye,initiator,Escalation,Ascent,,1.05, 18.3  /  17.4  /  7.4 ,50.3%,4.2%,"5,688",0.0%,"6,427"
13,Harbor,controller,Escalation,Ascent,,1.04, 18.5  /  17.8  /  7.4 ,50.2%,3.7%,"5,744",0.0%,"5,535"
14,Jett,duelist,Escalation,Ascent,,0.93, 15.3  /  16.4  /  6.6 ,49.7%,6.7%,"4,768",0.0%,"10,197"
15,Sage,sentinel,Escalation,Ascent,,0.9, 14.9  /  16.5  /  6.4 ,49.6%,6.7%,"4,652",0.0%,"10,160"
16,Sova,initiator,Escalation,Ascent,,0.89, 14.7  /  16.5  /  6.5 ,49.3%,6.8%,"4,605",0.0%,"10,350"
17,Chamber,sentinel,Escalation,Ascent,,1.04, 18.3  /  17.6  /  7.4 ,49.1%,4.5%,"5,683",0.0%,"6,834"
18,Cypher,sentinel,Escalation,Ascent,,1.03, 18.2  /  17.7  /  7.4 ,48.3%,4.2%,"5,649",0.0%,"6,369"
19,Phoenix,duelist,Escalation,Ascent,,0.9, 14.9  /  16.4  /  6.4 ,47.5%,6.8%,"4,640",0.0%,"10,257"
20,Brimstone,controller,Escalation,Ascent,,0.89, 14.8  /  16.7  /  6.6 ,47.1%,6.8%,"4,645",0.0%,"10,357"
1,Skye,initiator,Escalation,Haven,,1.07, 18.4  /  17.2  /  6.7 ,52.3%,4.2%,"5,772",0.0%,"6,370"
2,Killjoy,sentinel,Escalation,Haven,,1.03, 17.9  /  17.3  /  6.7 ,52.2%,4.5%,"5,611",0.0%,"6,817"
3,Harbor,controller,Escalation,Haven,,1.04, 18.3  /  17.5  /  6.5 ,52.0%,3.7%,"5,711",0.0%,"5,628"
4,Astra,controller,Escalation,Haven,,1.12, 19.2  /  17.2  /  6.8 ,51.9%,3.6%,"6,000",0.0%,"5,415"
5,Viper,controller,Escalation,Haven,,1.05, 18  /  17.1  /  6.7 ,51.9%,4.6%,"5,653",0.0%,"6,953"
6,Reyna,duelist,Escalation,Haven,,1.02, 17.6  /  17.3  /  6.7 ,51.0%,5.2%,"5,537",0.0%,"7,955"
7,Neon,duelist,Escalation,Haven,,1.03, 17.8  /  17.3  /  6.6 ,50.9%,4.7%,"5,604",0.0%,"7,124"
8,Raze,duelist,Escalation,Haven,,1.06, 18.1  /  17.1  /  6.6 ,50.7%,4.7%,"5,662",0.0%,"7,178"
9,Cypher,sentinel,Escalation,Haven,,1.03, 18.1  /  17.6  /  6.6 ,50.4%,4.2%,"5,689",0.0%,"6,439"
10,Chamber,sentinel,Escalation,Haven,,1.04, 18.2  /  17.5  /  6.8 ,50.2%,4.3%,"5,717",0.0%,"6,512"
11,Omen,controller,Escalation,Haven,,1.02, 17.8  /  17.4  /  6.6 ,50.1%,4.6%,"5,597",0.0%,"7,015"
12,Jett,duelist,Escalation,Haven,,0.94, 15  /  16  /  5.8 ,50.0%,6.8%,"4,728",0.0%,"10,399"
13,Breach,initiator,Escalation,Haven,,1.03, 18.1  /  17.6  /  6.7 ,49.9%,4.1%,"5,695",0.0%,"6,217"
14,Yoru,duelist,Escalation,Haven,,1.03, 18  /  17.4  /  6.6 ,49.8%,4.6%,"5,635",0.0%,"7,024"
15,Fade,initiator,Escalation,Haven,,1.03, 17.6  /  17.1  /  6.5 ,49.7%,4.7%,"5,537",0.0%,"7,168"
16,KAY/O,initiator,Escalation,Haven,,1.04, 18.2  /  17.5  /  6.7 ,49.5%,4.2%,"5,697",0.0%,"6,329"
17,Sage,sentinel,Escalation,Haven,,0.92, 14.9  /  16.2  /  5.8 ,49.4%,6.7%,"4,702",0.0%,"10,270"
18,Brimstone,controller,Escalation,Haven,,0.89, 14.5  /  16.4  /  5.9 ,47.6%,6.8%,"4,608",0.0%,"10,416"
19,Phoenix,duelist,Escalation,Haven,,0.89, 14.6  /  16.4  /  5.8 ,47.6%,6.9%,"4,620",0.0%,"10,457"
20,Sova,initiator,Escalation,Haven,,0.9, 14.7  /  16.3  /  5.8 ,47.5%,7.0%,"4,651",0.0%,"10,634"
1,Neon,duelist,Escalation,Icebox,,1.04, 18.1  /  17.3  /  7.3 ,53.0%,4.8%,"5,628",0.0%,"7,234"
2,Killjoy,sentinel,Escalation,Icebox,,1.06, 18.2  /  17.2  /  7.3 ,52.3%,4.4%,"5,674",0.0%,"6,700"
3,Raze,duelist,Escalation,Icebox,,1.02, 17.9  /  17.5  /  7.3 ,52.3%,4.8%,"5,604",0.0%,"7,334"
4,Astra,controller,Escalation,Icebox,,1.13, 19.4  /  17.1  /  7.4 ,52.1%,3.6%,"6,018",0.0%,"5,438"
5,Viper,controller,Escalation,Icebox,,1.04, 18  /  17.3  /  7.3 ,51.9%,4.6%,"5,630",0.0%,"6,939"
6,Skye,initiator,Escalation,Icebox,,1.07, 18.5  /  17.3  /  7.3 ,51.6%,4.3%,"5,788",0.0%,"6,497"
7,Fade,initiator,Escalation,Icebox,,1.04, 17.8  /  17.2  /  7.2 ,51.4%,4.7%,"5,551",0.0%,"7,109"
8,Yoru,duelist,Escalation,Icebox,,1.02, 18  /  17.7  /  7.3 ,51.1%,4.6%,"5,612",0.0%,"6,968"
9,Harbor,controller,Escalation,Icebox,,1.05, 18.5  /  17.7  /  7.5 ,50.8%,3.6%,"5,785",0.0%,"5,503"
10,Reyna,duelist,Escalation,Icebox,,1.0, 17.5  /  17.5  /  7.2 ,50.6%,5.3%,"5,478",0.0%,"7,991"
11,KAY/O,initiator,Escalation,Icebox,,1.04, 18.3  /  17.6  /  7.4 ,50.6%,4.2%,"5,733",0.0%,"6,386"
12,Omen,controller,Escalation,Icebox,,1.02, 17.9  /  17.5  /  7.3 ,50.4%,4.6%,"5,601",0.0%,"6,955"
13,Chamber,sentinel,Escalation,Icebox,,1.06, 18.5  /  17.6  /  7.4 ,50.1%,4.4%,"5,781",0.0%,"6,685"
14,Breach,initiator,Escalation,Icebox,,1.03, 18.3  /  17.7  /  7.3 ,49.9%,4.0%,"5,704",0.0%,"6,080"
15,Cypher,sentinel,Escalation,Icebox,,1.03, 18.1  /  17.6  /  7.3 ,49.3%,4.2%,"5,646",0.0%,"6,391"
16,Sage,sentinel,Escalation,Icebox,,0.92, 15.1  /  16.5  /  6.5 ,48.4%,6.8%,"4,741",0.0%,"10,281"
17,Jett,duelist,Escalation,Icebox,,0.93, 15.1  /  16.3  /  6.4 ,47.9%,6.7%,"4,749",0.0%,"10,177"
18,Phoenix,duelist,Escalation,Icebox,,0.9, 15  /  16.6  /  6.4 ,47.6%,6.8%,"4,705",0.0%,"10,240"
19,Sova,initiator,Escalation,Icebox,,0.9, 15  /  16.6  /  6.4 ,47.5%,6.7%,"4,710",0.0%,"10,141"
20,Brimstone,controller,Escalation,Icebox,,0.89, 14.8  /  16.7  /  6.4 ,46.8%,6.8%,"4,647",0.0%,"10,351"
1,Astra,controller,Escalation,Breeze,,1.11, 19.1  /  17.1  /  7.4 ,54.2%,3.7%,"5,909",0.0%,"5,590"
2,Neon,duelist,Escalation,Breeze,,1.04, 18  /  17.2  /  7.1 ,52.3%,4.7%,"5,589",0.0%,"7,250"
3,Yoru,duelist,Escalation,Breeze,,1.02, 17.8  /  17.6  /  7.1 ,51.9%,4.5%,"5,536",0.0%,"6,928"
4,Skye,initiator,Escalation,Breeze,,1.06, 18.4  /  17.3  /  7.1 ,51.8%,4.3%,"5,706",0.0%,"6,615"
5,Chamber,sentinel,Escalation,Breeze,,1.05, 18.4  /  17.5  /  7.3 ,51.4%,4.5%,"5,706",0.0%,"6,831"
6,KAY/O,initiator,Escalation,Breeze,,1.04, 18.1  /  17.5  /  7.2 ,51.2%,4.1%,"5,634",0.0%,"6,309"
7,Harbor,controller,Escalation,Breeze,,1.06, 18.5  /  17.6  /  7.2 ,51.2%,3.6%,"5,755",0.0%,"5,573"
8,Fade,initiator,Escalation,Breeze,,1.05, 17.9  /  17.1  /  7.1 ,50.6%,4.6%,"5,575",0.0%,"7,072"
9,Breach,initiator,Escalation,Breeze,,1.03, 18.1  /  17.6  /  7.3 ,50.4%,4.1%,"5,641",0.0%,"6,205"
10,Jett,duelist,Escalation,Breeze,,0.93, 15.1  /  16.3  /  6.3 ,50.3%,6.8%,"4,712",0.0%,"10,423"
11,Omen,controller,Escalation,Breeze,,1.02, 17.9  /  17.6  /  7.1 ,50.2%,4.6%,"5,567",0.0%,"7,038"
12,Reyna,duelist,Escalation,Breeze,,1.03, 17.9  /  17.5  /  7.1 ,50.2%,5.2%,"5,574",0.0%,"7,978"
13,Killjoy,sentinel,Escalation,Breeze,,1.05, 18.2  /  17.4  /  7.1 ,50.0%,4.5%,"5,625",0.0%,"6,910"
14,Viper,controller,Escalation,Breeze,,1.05, 18.1  /  17.2  /  7.2 ,49.9%,4.6%,"5,628",0.0%,"7,014"
15,Raze,duelist,Escalation,Breeze,,1.02, 17.9  /  17.5  /  7.2 ,49.7%,4.7%,"5,555",0.0%,"7,253"
16,Cypher,sentinel,Escalation,Breeze,,1.03, 18.1  /  17.6  /  7.3 ,48.9%,4.2%,"5,652",0.0%,"6,478"
17,Sova,initiator,Escalation,Breeze,,0.9, 14.9  /  16.5  /  6.2 ,48.3%,6.7%,"4,653",0.0%,"10,320"
18,Sage,sentinel,Escalation,Breeze,,0.92, 15  /  16.4  /  6.3 ,48.0%,6.8%,"4,691",0.0%,"10,343"
19,Phoenix,duelist,Escalation,Breeze,,0.9, 14.9  /  16.5  /  6.4 ,47.4%,6.8%,"4,675",0.0%,"10,358"
20,Brimstone,controller,Escalation,Breeze,,0.89, 14.8  /  16.6  /  6.2 ,47.2%,6.9%,"4,624",0.0%,"10,482"
1,Astra,controller,Escalation,Bind,,1.14, 19.2  /  16.9  /  7.2 ,54.7%,3.6%,"5,960",0.0%,"5,526"
2,Harbor,controller,Escalation,Bind,,1.05, 18.3  /  17.4  /  7.1 ,51.7%,3.7%,"5,709",0.0%,"5,616"
3,Fade,initiator,Escalation,Bind,,1.03, 17.6  /  17.1  /  7 ,51.6%,4.6%,"5,505",0.0%,"7,044"
4,Killjoy,sentinel,Escalation,Bind,,1.05, 18  /  17.1  /  7.1 ,51.3%,4.5%,"5,619",0.0%,"6,848"
5,Chamber,sentinel,Escalation,Bind,,1.06, 18.4  /  17.4  /  7.1 ,51.3%,4.3%,"5,746",0.0%,"6,611"
6,Yoru,duelist,Escalation,Bind,,1.03, 18  /  17.5  /  7.1 ,51.2%,4.5%,"5,610",0.0%,"6,898"
7,Raze,duelist,Escalation,Bind,,1.04, 18  /  17.3  /  7 ,50.9%,4.8%,"5,613",0.0%,"7,340"
8,Reyna,duelist,Escalation,Bind,,1.03, 17.7  /  17.2  /  7 ,50.7%,5.2%,"5,536",0.0%,"7,953"
9,Skye,initiator,Escalation,Bind,,1.06, 18.4  /  17.3  /  7.1 ,50.7%,4.2%,"5,733",0.0%,"6,399"
10,Viper,controller,Escalation,Bind,,1.06, 18.1  /  17.1  /  7.2 ,50.5%,4.6%,"5,650",0.0%,"6,966"
11,Neon,duelist,Escalation,Bind,,1.03, 17.8  /  17.3  /  7 ,50.4%,4.7%,"5,559",0.0%,"7,166"
12,KAY/O,initiator,Escalation,Bind,,1.04, 18.2  /  17.5  /  7.1 ,50.2%,4.2%,"5,692",0.0%,"6,370"
13,Cypher,sentinel,Escalation,Bind,,1.04, 18  /  17.4  /  7.1 ,50.0%,4.2%,"5,625",0.0%,"6,402"
14,Omen,controller,Escalation,Bind,,1.0, 17.4  /  17.5  /  7 ,50.0%,4.5%,"5,452",0.0%,"6,918"
15,Sage,sentinel,Escalation,Bind,,0.9, 14.7  /  16.3  /  6.2 ,48.8%,6.9%,"4,628",0.0%,"10,529"
16,Jett,duelist,Escalation,Bind,,0.91, 14.8  /  16.2  /  6.2 ,48.7%,6.8%,"4,661",0.0%,"10,402"
17,Phoenix,duelist,Escalation,Bind,,0.9, 14.7  /  16.3  /  6.2 ,48.6%,6.9%,"4,626",0.0%,"10,446"
18,Sova,initiator,Escalation,Bind,,0.9, 14.8  /  16.4  /  6.2 ,48.0%,6.8%,"4,655",0.0%,"10,283"
19,Breach,initiator,Escalation,Bind,,1.03, 18  /  17.4  /  7.1 ,47.7%,3.9%,"5,639",0.0%,"5,976"
20,Brimstone,controller,Escalation,Bind,,0.88, 14.5  /  16.5  /  6.2 ,47.3%,6.8%,"4,582",0.0%,"10,397"
1,Viper,controller,Escalation,Fracture,,1.05, 18.2  /  17.4  /  7.5 ,52.7%,4.5%,"5,695",0.0%,"6,803"
2,Fade,initiator,Escalation,Fracture,,1.02, 17.8  /  17.4  /  7.3 ,52.0%,4.7%,"5,596",0.0%,"7,057"
3,Skye,initiator,Escalation,Fracture,,1.07, 18.5  /  17.3  /  7.5 ,51.8%,4.1%,"5,794",0.0%,"6,213"
4,Harbor,controller,Escalation,Fracture,,1.05, 18.7  /  17.8  /  7.6 ,51.6%,3.6%,"5,861",0.0%,"5,415"
5,Breach,initiator,Escalation,Fracture,,1.04, 18.5  /  17.7  /  7.5 ,51.6%,4.0%,"5,781",0.0%,"5,977"
6,Chamber,sentinel,Escalation,Fracture,,1.05, 18.4  /  17.6  /  7.5 ,51.4%,4.5%,"5,773",0.0%,"6,697"
7,Omen,controller,Escalation,Fracture,,1.02, 17.9  /  17.6  /  7.4 ,51.3%,4.6%,"5,613",0.0%,"6,966"
8,Neon,duelist,Escalation,Fracture,,1.03, 18  /  17.5  /  7.5 ,51.0%,4.6%,"5,658",0.0%,"6,921"
9,Killjoy,sentinel,Escalation,Fracture,,1.05, 18.2  /  17.3  /  7.4 ,50.8%,4.5%,"5,704",0.0%,"6,695"
10,Yoru,duelist,Escalation,Fracture,,1.01, 17.9  /  17.6  /  7.4 ,50.6%,4.6%,"5,607",0.0%,"6,955"
11,KAY/O,initiator,Escalation,Fracture,,1.05, 18.5  /  17.6  /  7.4 ,50.5%,4.3%,"5,782",0.0%,"6,423"
12,Cypher,sentinel,Escalation,Fracture,,1.04, 18.3  /  17.6  /  7.5 ,50.2%,4.2%,"5,733",0.0%,"6,376"
13,Raze,duelist,Escalation,Fracture,,1.02, 17.9  /  17.5  /  7.4 ,50.0%,4.9%,"5,620",0.0%,"7,320"
